,Fecha,Magnitud,Intensidad,GAP,Latitud,Longitud,Lugar,Id,Hipocentro,Region,Pais
1401,2017-09-29 22:52:03.560,4.3,3.9,43.0,6.7514,-72.9693,"0 km ESE of Cepitá, Colombia",",us2000ax0h,",162.39,Santander,CO
1403,2017-09-23 05:17:45.250,4.5,1.0,60.0,9.791,-74.7068,"8 km E of Plato, Colombia",",us2000atgp,",45.56,Magdalena,CO
1413,2017-09-04 20:28:22.740,4.9,2.2,38.0,6.7475,-73.0026,"3 km WSW of Cepitá, Colombia",",us2000afmq,",155.72,Santander,CO
1429,2017-08-08 20:43:42.230,5.1,3.4,56.0,6.5362,-72.0903,"36 km ENE of Güicán, Colombia",",us2000a62q,",49.06,Boyaca,CO
1431,2017-07-30 05:57:05.060,4.5,3.1,80.0,4.7693,-75.1486,"11 km SSE of Murillo, Colombia",",us2000a2mj,",10.0,Tolima,CO
1432,2017-07-30 05:40:41.090,4.7,6.4,80.0,4.8565,-74.9998,"8 km NNE of Junín, Colombia",",us2000a2mh,",10.0,Tolima,CO
1435,2017-07-24 13:25:03.430,4.7,3.8,64.0,6.7983,-72.9907,"5 km NNW of Cepitá, Colombia",",us2000a0ep,",165.12,Santander,CO
1441,2017-07-08 22:23:35.820,4.3,2.0,45.0,6.8382,-73.0105,"10 km NNW of Cepitá, Colombia",",us1000989h,",158.22,Santander,CO
1443,2017-07-02 19:26:28.710,5.1,4.1,64.0,3.5937,-73.9848,"8 km NNE of Lejanías, Colombia",",us1000969j,iscgem610757105,",27.64,Meta,CO
1452,2017-06-19 20:02:34.460,4.3,2.0,102.0,4.9142,-76.7041,"11 km WSW of Nóvita, Colombia",",us20009nm7,",99.14,Choco,CO
1459,2017-06-09 21:17:40.390,4.9,2.5,42.0,11.6675,-72.2633,"5 km S of Uribia, Colombia",",us20009lmm,iscgem610669130,",54.77,La Guajira,CO
1466,2017-05-31 21:14:42.710,4.4,2.0,30.0,12.0713,-73.8903,"97 km NNE of Santa Marta, Colombia",",us10008wyh,",10.0,Magdalena,CO
1469,2017-05-27 12:15:48.070,4.7,4.1,39.0,6.7984,-73.0164,"6 km NW of Cepitá, Colombia",",us10008vse,",155.49,Santander,CO
1476,2017-05-06 02:52:40.680,4.4,3.1,84.0,3.7583,-76.7291,"12 km NNW of Dagua, Colombia",",us10008pzu,",74.95,Valle del Cauca,CO
1478,2017-05-03 16:45:37.940,4.3,3.8,44.0,6.892,-76.3217,"13 km SSW of Dabeiba, Colombia",",us10008nw5,",7.88,Antioquia,CO
1482,2017-04-29 10:06:33.260,4.8,3.9,64.0,3.816,-75.9283,"14 km NE of La Cumbre, Colombia",",us10008lzv,",58.65,Valle del Cauca,CO
1489,2017-04-14 22:16:06.280,4.6,4.1,33.0,8.3585,-72.719,"31 km S of Tibú, Colombia",",us10008hqe,",179.42,Norte de Santander,CO
1508,2017-03-24 09:00:55.960,5.2,2.0,29.0,3.3117,-79.4066,"138 km NW of Mosquera, Colombia",",us20008u8i,",9.49,Narino,CO
1510,2017-03-21 10:30:17.460,4.7,3.6,37.0,7.1088,-73.8618,"4 km N of Barrancabermeja, Colombia",",us20008thx,",86.17,Santander,CO
1511,2017-03-21 08:31:20.990,5.0,5.8,50.0,6.2863,-77.5221,"14 km WNW of Bahía Solano, Colombia",",us20008thb,iscgem610394260,",7.11,Choco,CO
1515,2017-03-16 15:38:10.600,5.2,2.6,42.0,4.8928,-72.6021,"17 km NNW of Ubalá, Colombia",",us20008shs,iscgem610330738,",17.47,Cundinamarca,CO
1524,2017-02-28 09:24:38.470,4.2,1.0,81.0,6.8309,-73.0154,"9 km NNW of Cepitá, Colombia",",us20008mwt,",153.64,Santander,CO
1531,2017-02-12 09:32:26.520,5.2,2.0,23.0,12.2926,-72.9907,"82 km NW of Manaure, Colombia",",us20008jbe,",7.37,La Guajira,CO
1533,2017-02-06 13:02:45.140,5.5,5.7,47.0,3.4493,-74.6715,"16 km ENE of Colombia, Colombia",",us20008hx7,iscgem610198059,",37.95,Huila,CO
1534,2017-02-03 20:33:08.160,4.2,1.0,88.0,2.4226,-77.7205,"24 km SE of Guapí, Colombia",",us20008k90,",92.3,Cauca,CO
1535,2017-02-01 00:18:25.480,4.7,3.1,43.0,6.8088,-72.9613,"6 km NNE of Cepitá, Colombia",",us10007wjr,",156.06,Santander,CO
1539,2017-01-28 15:49:35.240,4.4,4.3,102.0,6.6236,-76.9979,"11 km WNW of Vigía del Fuerte, Colombia",",us10007vy1,",10.0,Choco,CO
1542,2017-01-21 06:34:05.780,4.0,3.8,72.0,4.509,-74.1107,"10 km NW of Chipaque, Colombia",",us10007ula,",31.99,Cundinamarca,CO
1543,2017-01-19 12:01:04.900,4.7,4.8,79.0,5.899,-76.1462,"14 km WNW of Ciudad Bolívar, Colombia",",us10007u36,",64.45,Antioquia,CO
1556,2016-12-28 05:05:04.970,4.7,3.6,42.0,1.6873,-76.9221,"10 km E of San Pablo, Colombia",",us10007n50,",138.08,Narino,CO
1560,2016-12-23 03:43:51.310,4.4,2.0,100.0,2.6595,-75.5794,"6 km E of Íquira, Colombia",",us10007m63,",10.0,Huila,CO
1562,2016-12-22 08:59:29.290,4.9,3.4,55.0,4.7048,-77.2213,"31 km SSE of Pizarro, Colombia",",us10007ly9,",48.33,Choco,CO
1576,2016-12-16 19:45:20.340,4.5,2.0,65.0,3.3938,-74.2744,"25 km W of Mesetas, Colombia",",us200081nl,",61.75,Meta,CO
1586,2016-12-10 23:50:14.830,4.4,3.1,72.0,6.764,-72.9395,"4 km ENE of Cepitá, Colombia",",us20007zve,",152.16,Santander,CO
1588,2016-12-06 04:51:01.910,4.7,4.1,62.0,4.7443,-77.2476,"26 km SSE of Pizarro, Colombia",",us10007f3m,",36.23,Choco,CO
1592,2016-11-29 13:19:36.570,4.2,1.0,149.0,6.6168,-72.8662,"8 km SW of Molagavita, Colombia",",us10007gkw,",169.5,Santander,CO
1593,2016-11-26 19:32:38.630,4.3,2.0,52.0,5.5127,-73.9445,"8 km ESE of Maripí, Colombia",",us10007cl9,",124.03,Boyaca,CO
1603,2016-10-31 02:05:58.040,5.0,5.3,73.0,3.4027,-74.5019,"33 km E of Colombia, Colombia",",us1000735x,iscgem609625251,",36.16,Huila,CO
1604,2016-10-31 00:20:11.640,5.6,5.2,35.0,3.4466,-74.4951,"34 km ENE of Colombia, Colombia",",us1000735j,gcmt20161031002012,iscgem611830943,",33.0,Huila,CO
1629,2016-09-22 10:42:17.580,4.8,3.4,35.0,6.7735,-72.9705,"2 km NNE of Cepitá, Colombia",",us10006rl0,",151.48,Santander,CO
1636,2016-09-14 15:59:34.140,4.8,3.4,83.0,7.3934,-76.2278,"28 km NE of Mutatá, Colombia",",us10006pht,",10.0,Antioquia,CO
1638,2016-09-14 12:02:51.430,4.7,4.3,52.0,7.3321,-76.1716,"30 km ENE of Mutatá, Colombia",",us10006pgh,",10.0,Antioquia,CO
1639,2016-09-14 06:46:58.900,4.9,4.3,83.0,7.358,-76.1468,"34 km ENE of Mutatá, Colombia",",us10006pfi,",10.0,Antioquia,CO
1641,2016-09-14 01:58:31.570,6.0,5.3,32.0,7.3736,-76.1686,"32 km ENE of Mutatá, Colombia",",us10006pdp,gcmt20160914015831,iscgem609442350,",18.0,Antioquia,CO
1652,2016-08-26 04:55:15.530,4.5,2.2,63.0,6.721,-72.927,"6 km SE of Cepitá, Colombia",",us20006u4m,",170.88,Santander,CO
1666,2016-08-07 08:20:13.240,4.6,1.0,48.0,6.9284,-76.2137,"5 km NW of Uramita, Colombia",",us10006bxf,",27.77,Antioquia,CO
1671,2016-07-26 04:32:20.400,4.9,3.1,66.0,6.8164,-73.0401,"9 km NW of Cepitá, Colombia",",us20006hnk,",157.27,Santander,CO
1681,2016-07-13 10:33:24.280,4.2,1.0,42.0,6.8015,-73.0183,"7 km NW of Cepitá, Colombia",",us10006381,",136.67,Santander,CO
1682,2016-07-13 02:15:43.930,4.2,1.0,69.0,5.3471,-73.6464,"6 km SE of Guachetá, Colombia",",us20006ftf,",148.76,Cundinamarca,CO
1686,2016-07-11 00:50:38.580,4.3,3.0,56.0,3.7039,-76.7513,"8 km NW of Dagua, Colombia",",us20006fq2,",101.6,Valle del Cauca,CO
1698,2016-07-04 02:08:28.920,4.4,1.0,107.0,6.8989,-73.0952,"11 km SSW of Piedecuesta, Colombia",",us100062ke,",143.49,Santander,CO
1700,2016-06-28 03:29:09.800,4.4,1.0,30.0,6.8513,-73.0154,"11 km NNW of Cepitá, Colombia",",us200067eh,",146.71,Santander,CO
1704,2016-06-23 22:28:55.450,4.4,3.4,38.0,6.8285,-73.0238,"9 km NNW of Cepitá, Colombia",",us200066cn,",148.57,Santander,CO
1705,2016-06-23 05:35:36.950,4.5,1.0,28.0,6.7846,-72.9697,"3 km N of Cepitá, Colombia",",us20006664,",141.92,Santander,CO
1711,2016-06-15 02:54:36.270,4.6,4.3,47.0,5.7368,-77.5702,"33 km W of Nuquí, Colombia",",us200064h0,",9.44,Choco,CO
1726,2016-05-30 23:43:26.640,4.4,1.0,80.0,6.935,-73.1317,"10 km WSW of Piedecuesta, Colombia",",us200061r3,",156.58,Santander,CO
1730,2016-05-22 13:57:56.860,4.3,1.0,54.0,6.8835,-73.072,"11 km SSW of Piedecuesta, Colombia",",us20005yjl,",151.55,Santander,CO
1731,2016-05-20 17:27:30.610,4.2,1.0,41.0,6.8685,-73.1168,"15 km SSW of Piedecuesta, Colombia",",us20005y4r,",153.34,Santander,CO
1736,2016-05-15 13:35:32.310,4.2,1.0,52.0,6.9476,-73.1265,"9 km WSW of Piedecuesta, Colombia",",us10005ix9,",150.37,Santander,CO
1738,2016-05-13 13:25:24.320,4.2,1.0,109.0,6.9191,-73.0666,"7 km SSW of Piedecuesta, Colombia",",us10005iv2,",146.5,Santander,CO
1740,2016-05-11 14:46:09.380,4.4,1.0,47.0,6.8225,-72.9845,northern Colombia,",us10005gje,",157.13,Santander,CO
1741,2016-05-06 13:56:40.820,4.2,1.0,85.0,7.3933,-73.0789,"10 km NW of Matanza, Colombia",",us10005h5l,",139.94,Santander,CO
1751,2016-04-30 16:11:46.330,4.4,1.0,49.0,6.6808,-72.9867,"3 km ESE of Aratoca, Colombia",",us10005cqm,",170.93,Santander,CO
1763,2016-04-26 01:50:15.110,4.3,2.9,38.0,6.587,-73.5013,"12 km S of El Carmen de Chucurí, Colombia",",us10005bk0,",127.42,Santander,CO
1846,2016-04-11 09:29:28.390,5.1,3.4,32.0,7.0249,-76.6152,"23 km ENE of Murindó, Colombia",",us20005gx4,iscgem610744971,",21.94,Antioquia,CO
1854,2016-04-01 14:02:44.530,4.3,1.0,96.0,6.9231,-73.0895,"8 km SSW of Piedecuesta, Colombia",",us20005g2g,",155.6,Santander,CO
1855,2016-03-30 22:15:02.090,4.2,1.0,140.0,3.2542,-79.3272,"127 km NW of Mosquera, Colombia",",us20005fm3,",10.0,Narino,CO
1856,2016-03-24 21:27:00.730,4.6,1.0,155.0,6.9559,-73.1948,"11 km ENE of Betulia, Colombia",",us20005dep,",154.53,Santander,CO
1859,2016-03-17 08:46:03.160,4.0,2.2,87.0,5.4641,-74.4619,"13 km NNE of Caparrapí, Colombia",",us20005aep,",44.39,Cundinamarca,CO
1862,2016-03-13 13:17:49.310,4.5,1.0,82.0,3.5663,-74.4325,"44 km SSE of Villarrica, Colombia",",us10004x75,",52.64,Tolima,CO
1863,2016-03-09 06:27:17.070,5.0,2.2,24.0,6.8264,-73.0422,"10 km NW of Cepitá, Colombia",",us10004w8b,",148.86,Santander,CO
1865,2016-03-06 04:59:16.100,4.2,1.0,80.0,6.8753,-73.239,"5 km ESE of Betulia, Colombia",",us10004whl,",159.5,Santander,CO
1869,2016-02-28 14:29:50.620,4.1,1.0,69.0,6.6966,-72.9795,"4 km E of Aratoca, Colombia",",us10004udb,",164.92,Santander,CO
1870,2016-02-28 05:28:13.270,4.3,4.1,47.0,6.7738,-72.9644,"2 km NNE of Cepitá, Colombia",",us10004t9s,",154.62,Santander,CO
1873,2016-02-17 15:27:41.650,4.0,3.6,96.0,6.878,-73.0318,"12 km S of Piedecuesta, Colombia",",us10004qn4,",156.03,Santander,CO
1874,2016-02-17 14:49:55.540,4.4,3.0,73.0,3.6211,-72.9565,"33 km ESE of San Carlos de Guaroa, Colombia",",us10004qmg,",14.89,Meta,CO
1876,2016-02-14 16:37:14.750,4.4,1.0,61.0,12.3341,-73.3571,"100 km NNW of Riohacha, Colombia",",us10004qjt,",28.03,La Guajira,CO
1879,2016-02-10 23:41:42.030,4.4,1.0,42.0,6.7957,-73.0323,"7 km NW of Cepitá, Colombia",",us20004zeh,",154.39,Santander,CO
1880,2016-02-06 12:05:31.140,4.3,1.0,49.0,6.8302,-73.0439,"11 km NW of Cepitá, Colombia",",us20004ybp,",145.4,Santander,CO
1888,2016-01-25 22:34:47.130,4.3,1.0,183.0,1.8602,-79.2945,near the coast of Ecuador,",us20004vka,",19.27,Narino,CO
1889,2016-01-24 09:28:53.530,4.4,1.0,42.0,6.8158,-73.0647,"9 km NNE of Jordán, Colombia",",us10004gq7,",149.32,Santander,CO
1890,2016-01-22 02:41:15.230,4.9,4.1,51.0,4.8653,-78.2208,"95 km W of Pizarro, Colombia",",us10004g9b,gcmt20160122024115,",37.26,Choco,CO
1891,2016-01-14 17:35:13.800,4.6,1.0,45.0,6.9293,-76.2439,"8 km SSE of Dabeiba, Colombia",",us10004ekg,",8.28,Antioquia,CO
1894,2016-01-10 10:33:51.930,4.4,1.0,53.0,5.9528,-76.4526,"36 km NE of Quibdó, Colombia",",us10004d9z,",45.07,Choco,CO
1895,2016-01-08 14:55:19.370,4.5,1.0,61.0,5.2702,-72.5096,"11 km NNE of Aguazul, Colombia",",us10004cd2,",35.0,Casanare,CO
1897,2016-01-06 01:28:21.830,4.5,2.9,78.0,2.8738,-75.7731,"16 km WSW of Santa María, Colombia",",us10004bnl,",40.45,Huila,CO
1898,2016-01-04 21:05:55.280,4.4,1.0,41.0,6.8216,-73.0316,"9 km NW of Cepitá, Colombia",",us10004bcw,",147.44,Santander,CO
1917,2015-11-30 21:51:48.400,4.4,1.0,80.0,6.8172,-73.0172,"8 km NW of Cepitá, Colombia",",us100042a9,",144.58,Santander,CO
1918,2015-11-28 17:45:03.440,4.8,3.4,34.0,6.7085,-72.9931,"3 km ENE of Aratoca, Colombia",",us100041x9,",167.26,Santander,CO
1919,2015-11-28 11:00:19.860,4.7,1.0,56.0,4.0152,-71.2338,"86 km S of Orocué, Colombia",",us100042pv,",16.12,Casanare,CO
1953,2015-11-02 14:31:15.970,4.0,1.0,56.0,6.9812,-73.175,"9 km S of Girón, Colombia",",us20004205,",148.57,Santander,CO
1958,2015-10-29 22:40:25.090,4.5,1.0,31.0,6.8498,-73.0719,"13 km NNE of Jordán, Colombia",",us200040ls,",146.37,Santander,CO
1963,2015-10-14 07:47:18.980,5.0,5.9,31.0,7.6522,-73.3038,"15 km SE of San Alberto, Colombia",",us10003niy,gcmt20151014074719,",125.68,Cesar,CO
1964,2015-10-12 04:35:40.770,5.2,4.2,24.0,7.5362,-77.476,"40 km WNW of Riosucio, Colombia",",us10003mxh,gcmt20151012043540,",10.0,Choco,CO
1973,2015-09-23 18:47:23.230,4.4,3.4,68.0,6.5415,-73.4908,"17 km S of El Carmen de Chucurí, Colombia",",us20003nfc,",136.56,Santander,CO
1975,2015-09-19 20:45:45.960,4.7,2.2,37.0,6.0444,-74.2489,"37 km WNW of La Belleza, Colombia",",us20003lzl,",18.49,Santander,CO
1977,2015-09-18 04:35:09.680,4.7,5.2,64.0,4.1776,-75.7522,"15 km S of Génova, Colombia",",us20003l3i,",15.52,Quindio,CO
1983,2015-09-05 23:14:53.500,4.6,3.4,33.0,3.9474,-76.358,"8 km NW of Guadalajara de Buga, Colombia",",us20003guc,",134.76,Valle del Cauca,CO
1987,2015-08-31 17:42:19.580,4.1,1.0,41.0,3.9102,-71.1105,"100 km SSE of Orocué, Colombia",",us20003f5n,",15.42,Casanare,CO
1993,2015-08-24 02:15:50.620,4.4,1.0,52.0,3.8666,-71.2033,"103 km S of Orocué, Colombia",",us100034e9,",10.0,Casanare,CO
1995,2015-08-22 10:00:19.000,4.5,1.0,51.0,6.0298,-77.513,"24 km SSW of Bahía Solano, Colombia",",us1000346t,",13.09,Choco,CO
1996,2015-08-21 14:16:22.200,4.3,4.1,105.0,4.4812,-75.666,"6 km SSW of Calarcá, Colombia",",us100034d6,",42.37,Quindio,CO
2002,2015-08-10 16:59:43.010,4.4,1.0,73.0,5.2914,-72.5448,"13 km N of Aguazul, Colombia",",us100030uq,",10.0,Casanare,CO
2010,2015-07-26 10:13:06.320,4.2,1.0,58.0,6.8911,-73.1014,"12 km SSW of Piedecuesta, Colombia",",us2000307a,",147.8,Santander,CO
2011,2015-07-19 11:16:21.470,4.9,1.0,54.0,2.7567,-78.8985,"56 km WNW of Mosquera, Colombia",",us20002yi3,",10.0,Narino,CO
2013,2015-07-14 23:26:57.360,4.7,1.0,42.0,6.8063,-73.011,"7 km NW of Cepitá, Colombia",",us20002xih,",150.02,Santander,CO
2023,2015-07-01 05:55:25.260,4.6,3.4,41.0,6.8576,-73.0132,"12 km NNW of Cepitá, Colombia",",us10002mr1,",143.7,Santander,CO
2044,2015-05-16 09:00:56.430,4.4,4.3,74.0,5.4487,-72.9153,"8 km SSW of Aquitania, Colombia",",us100029qy,",10.0,Boyaca,CO
2047,2015-05-09 14:31:50.920,4.7,6.1,41.0,11.4829,-72.1176,"17 km NE of Maicao, Colombia",",us20002e2t,",38.65,La Guajira,CO
2049,2015-05-04 02:10:29.070,4.3,1.0,83.0,6.7844,-73.0325,"7 km WNW of Cepitá, Colombia",",us20002eky,",164.1,Santander,CO
2050,2015-05-02 09:51:43.340,4.6,2.7,36.0,6.7731,-73.0066,northern Colombia,",us20002aue,",153.92,Santander,CO
2055,2015-04-27 22:28:00.350,4.3,1.0,70.0,6.7256,-72.9039,"8 km ESE of Cepitá, Colombia",",us20002bwe,",170.99,Santander,CO
2062,2015-04-11 04:29:02.740,4.5,5.2,58.0,6.3864,-73.1375,"4 km SE of Páramo, Colombia",",us200025t7,",51.04,Santander,CO
2064,2015-04-06 22:20:35.630,4.2,1.0,176.0,6.6213,-72.8412,"6 km SSW of Molagavita, Colombia",",us200026fv,",170.25,Santander,CO
2068,2015-03-24 20:52:27.540,4.3,1.0,55.0,6.8316,-73.0317,"10 km NW of Cepitá, Colombia",",us10001qei,",160.71,Santander,CO
2074,2015-03-10 20:55:44.370,6.2,5.9,13.0,6.7757,-72.9875,"2 km NNW of Cepitá, Colombia",",us10001ldx,gcmt20150310205543,iscgem606843704,atlas20150310205544,",155.0,Santander,CO
2079,2015-02-27 19:00:10.680,4.0,1.0,93.0,1.0649,-77.5007,"1 km NNW of Imués, Colombia",",usc000tttf,",113.46,Narino,CO
2083,2015-02-22 12:56:24.400,5.5,4.1,29.0,2.7299,-76.5012,"7 km SSW of Caldono, Colombia",",usc000tsa5,gcmt20150222125624,iscgem606759144,",149.0,Cauca,CO
2085,2015-02-21 02:14:10.990,4.3,1.0,68.0,6.7199,-72.9878,"4 km SSW of Cepitá, Colombia",",usc000tt1p,",172.73,Santander,CO
2090,2015-02-13 04:45:27.570,4.3,2.0,46.0,6.7625,-73.0108,northern Colombia,",usb000tny3,",166.02,Santander,CO
2094,2015-02-09 13:55:48.670,4.3,1.0,167.0,6.4165,-73.2849,"1 km NNE of Palmas del Socorro, Colombia",",usb000tp3j,",138.92,Santander,CO
2096,2015-02-05 23:42:21.090,4.2,1.0,65.0,5.143,-78.1049,"84 km WNW of Pizarro, Colombia",",usb000tnkr,",32.29,Choco,CO
2105,2015-01-25 10:15:46.630,4.5,2.2,66.0,6.7651,-73.0564,"5 km NE of Jordán, Colombia",",usc000tiwy,",165.9,Santander,CO
2110,2015-01-14 18:51:06.200,4.0,1.0,77.0,6.723,-72.911,"7 km ESE of Cepitá, Colombia",",usc000tfrv,",167.08,Santander,CO
2114,2015-01-10 06:17:55.370,4.4,1.0,94.0,8.4627,-77.1279,"17 km ESE of Acandí, Colombia",",usc000tef8,",39.86,Choco,CO
2124,2014-12-23 19:08:44.360,4.1,1.0,94.0,6.7649,-72.9786,"1 km NNW of Cepitá, Colombia",",usc000td75,",160.03,Santander,CO
2125,2014-12-21 20:06:19.820,4.4,1.0,122.0,6.1883,-77.9047,"55 km W of Bahía Solano, Colombia",",usc000tcv5,",55.85,Choco,CO
2127,2014-12-14 01:49:30.580,4.7,3.4,54.0,5.3759,-73.5845,"7 km W of Ventaquemada, Colombia",",usc000t6fp,",152.31,Boyaca,CO
2135,2014-12-03 20:15:32.010,4.3,1.0,151.0,6.6982,-72.9049,"9 km SE of Cepitá, Colombia",",usc000t7df,",167.62,Santander,CO
2137,2014-11-30 23:22:00.210,4.3,1.0,104.0,4.2444,-71.446,"61 km S of Orocué, Colombia",",usc000t6u5,",15.54,Casanare,CO
2139,2014-11-30 04:49:47.960,4.1,1.0,70.0,6.7097,-72.8977,"9 km ESE of Cepitá, Colombia",",usc000t6tf,",170.35,Santander,CO
2144,2014-11-27 19:43:30.890,4.4,1.0,56.0,9.1923,-75.2228,"9 km SSE of San Juan de Betulia, Colombia",",usb000t0rq,",26.29,Sucre,CO
2146,2014-11-26 06:19:37.580,4.5,1.0,70.0,5.5524,-77.8586,"67 km WSW of Nuquí, Colombia",",usb000t05s,",14.33,Choco,CO
2147,2014-11-25 20:20:16.320,5.1,3.8,33.0,6.7588,-72.949,"2 km E of Cepitá, Colombia",",usb000szzw,",165.91,Santander,CO
2149,2014-11-20 05:40:10.550,4.7,1.0,70.0,6.712,-72.9385,"6 km SE of Cepitá, Colombia",",usb000sy5r,",169.14,Santander,CO
2151,2014-11-14 13:30:20.880,4.5,1.0,121.0,6.6177,-73.5204,"8 km S of El Carmen de Chucurí, Colombia",",usb000t0h8,",136.77,Santander,CO
2152,2014-11-14 11:22:06.060,4.3,1.0,146.0,6.8119,-73.0035,"7 km NNW of Cepitá, Colombia",",usb000t0hd,",167.47,Santander,CO
2157,2014-11-09 12:46:26.850,4.4,1.0,51.0,12.8854,-72.5905,"123 km N of Manaure, Colombia",",usc000svu7,",37.38,La Guajira,CO
2158,2014-11-07 21:58:56.920,4.7,1.0,86.0,6.7936,-73.2467,"3 km SE of Zapatoca, Colombia",",usc000syxe,",146.58,Santander,CO
2159,2014-11-03 18:13:29.040,4.5,1.0,150.0,6.7291,-72.9289,"5 km ESE of Cepitá, Colombia",",usc000sxc8,",169.26,Santander,CO
2160,2014-10-31 21:24:30.200,4.5,1.0,62.0,4.8804,-76.2802,"5 km WSW of San José del Palmar, Colombia",",usc000st8z,",120.79,Choco,CO
2161,2014-10-29 14:52:13.420,4.7,1.0,51.0,0.8593,-77.8412,"7 km SW of Cumbal, Colombia",",usb000srdg,",10.0,Narino,CO
2167,2014-10-21 08:01:03.310,4.3,1.0,53.0,7.4408,-73.0289,"9 km NNW of Suratá, Colombia",",usc000stxd,",153.36,Santander,CO
2173,2014-10-19 02:20:34.390,4.4,1.0,61.0,4.9021,-75.8767,"0 km ENE of La Virginia, Colombia",",usb000sny7,",131.28,Risaralda,CO
2174,2014-10-18 11:03:53.030,4.2,1.0,81.0,6.6854,-72.8986,"10 km W of Molagavita, Colombia",",usb000ss0d,",181.63,Santander,CO
2176,2014-10-15 15:24:38.620,4.5,1.0,54.0,6.7463,-73.0239,"5 km W of Cepitá, Colombia",",usb000smg6,",164.56,Santander,CO
2178,2014-10-14 23:57:48.010,4.5,2.0,64.0,5.2079,-77.9364,"69 km WNW of Pizarro, Colombia",",usb000sm92,",18.05,Choco,CO
2191,2014-10-07 06:05:56.520,4.7,1.0,56.0,6.2099,-77.5713,"18 km W of Bahía Solano, Colombia",",usb000sjfh,",25.22,Choco,CO
2193,2014-10-04 03:36:33.210,4.7,3.8,46.0,6.7622,-72.9688,"1 km NE of Cepitá, Colombia",",usb000sipu,",166.92,Santander,CO
2194,2014-10-04 03:22:18.320,4.5,1.0,60.0,5.4118,-77.6988,"57 km SW of Nuquí, Colombia",",usb000sipr,",44.29,Choco,CO
2195,2014-10-03 10:11:51.570,4.3,1.0,80.0,6.7732,-73.002,"3 km NW of Cepitá, Colombia",",usb000smdy,",169.33,Santander,CO
2198,2014-10-02 12:09:38.780,4.1,1.0,66.0,6.8371,-72.923,"8 km WSW of Guaca, Colombia",",usb000sm09,",175.01,Santander,CO
2199,2014-10-01 15:37:29.080,4.6,2.9,40.0,6.7047,-72.9661,"5 km S of Cepitá, Colombia",",usb000shsx,",168.68,Santander,CO
2230,2014-08-03 09:38:06.800,5.0,2.2,55.0,3.5848,-77.6941,"77 km W of Buenaventura, Colombia",",usb000rzmp,",62.43,Valle del Cauca,CO
2256,2014-06-16 13:26:46.720,5.3,3.9,47.0,11.7101,-81.3577,"103 km SSE of San Andrés, Colombia",",usc000rg36,",20.9,"Archipielago de San Andres, Providencia y Santa Catalina",CO
2257,2014-06-16 06:39:32.260,5.7,3.1,51.0,1.6444,-79.2557,"51 km NW of Pampanal de Bolívar, Ecuador",",usc000rfye,iscgem604727835,atlas20140616063932,",14.97,Narino,CO
2261,2014-06-12 06:30:42.470,4.2,2.0,74.0,4.2284,-73.8904,"8 km W of Guayabetal, Colombia",",usc000redn,",42.39,Cundinamarca,CO
2272,2014-06-01 02:37:35.490,4.6,4.3,17.0,10.3107,-72.7914,"27 km ESE of Manaure Balcón del Cesar, Colombia",",usc000r9pg,iscgem604664403,",24.48,Cesar,CO
2329,2014-03-14 23:26:36.140,4.7,3.8,24.0,10.2809,-72.8876,"20 km SE of Manaure Balcón del Cesar, Colombia",",usc000nc2t,",127.79,Cesar,CO
2332,2014-03-11 13:57:03.020,4.7,2.3,56.0,5.2485,-72.7971,"4 km WNW of Recetor, Colombia",",usc000n7p5,",10.0,Casanare,CO
2352,2014-02-17 09:41:36.170,5.4,4.1,24.0,6.5373,-71.6995,"9 km NNE of Tame, Colombia",",usc000mry2,iscgem604052715,",42.86,Arauca,CO
2357,2014-02-07 20:37:10.940,5.2,6.4,23.0,6.6913,-72.9584,"6 km E of Aratoca, Colombia",",usc000mkir,",159.12,Santander,CO
2376,2014-01-09 14:03:30.060,4.6,3.8,110.0,2.9792,-75.8777,"20 km SSW of Gaitania, Colombia",",usb000m7dk,",59.45,Huila,CO
2377,2014-01-09 12:50:18.420,5.0,3.1,61.0,2.9737,-75.8432,"19 km S of Gaitania, Colombia",",usc000lzbq,iscgem603947032,",26.17,Huila,CO
2382,2014-01-05 03:36:40.590,5.5,4.8,21.0,4.557,-76.644,"10 km S of Sipí, Colombia",",usc000lx2l,iscgem603928285,",53.91,Choco,CO
2384,2013-12-30 00:12:57.800,4.8,3.4,40.0,6.7139,-72.9523,"5 km SSE of Cepitá, Colombia",",usc000ltx3,",160.83,Santander,CO
2407,2013-11-21 16:17:52.220,4.6,2.8,47.0,6.7677,-73.0236,"5 km WNW of Cepitá, Colombia",",usb000l3kq,",160.86,Santander,CO
2440,2013-08-27 23:22:06.450,4.8,4.3,69.0,3.806,-76.6281,"11 km W of Restrepo, Colombia",",usb000jcf8,",81.12,Valle del Cauca,CO
2443,2013-08-25 23:35:54.300,4.8,6.1,53.0,7.6874,-74.9026,"13 km NW of El Bagre, Colombia",",usb000jbrv,",25.61,Antioquia,CO
2448,2013-08-13 15:43:15.200,6.7,3.8,22.0,5.7732,-78.1999,"101 km WSW of Bahía Solano, Colombia",",pt13225000,at00mrh7o5,usb000j275,iscgem608161323,",12.0,Choco,CO
2455,2013-07-25 12:09:25.030,4.8,3.4,36.0,6.734,-72.991,"2 km SW of Cepitá, Colombia",",usc000inn7,",152.8,Santander,CO
